status_id,status_message,link_name,status_type,status_link,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys
176946929155772_507287282788400,,bookfest,link,https://nastase.wordpress.com/2016/06/05/bookfest/,2016-06-05 11:21:50,785,14,23,772,11,0,1,0,1
176946929155772_506988666151595,,Istoria contra-factuală,link,https://nastase.wordpress.com/2016/06/04/istoria-contra-factuala/,2016-06-04 09:07:32,415,20,26,413,2,0,0,0,0
176946929155772_506594956190966,,"„Monumentul"" luptei pentru capitalism din Piata Charles de Gaulle",link,https://nastase.wordpress.com/2016/06/03/monumentul-luptei-pentru-capitalism-din-piata-charles-de-gaulle/,2016-06-03 10:31:17,568,16,25,550,2,5,10,1,0
176946929155772_506230272894101,,"Prieteni, votati Gabriela Firea si candidatii PSD",link,https://nastase.wordpress.com/2016/06/02/prieteni-votati-gabriela-firea-si-candidatii-psd/,2016-06-02 13:43:46,3951,230,372,3815,101,6,6,1,22
176946929155772_505871389596656,,Să nu vă faceti (alt) program sâmbătă!,link,https://nastase.wordpress.com/2016/06/01/sa-nu-va-faceti-alt-program-sambata/,2016-06-01 09:06:36,603,9,35,594,9,0,0,0,0
176946929155772_505451086305353,,S-a incheiat cursul despre comunism la FET,link,https://nastase.wordpress.com/2016/05/31/s-a-incheiat-cursul-despre-comunism-la-fet/,2016-05-31 11:45:43,819,18,22,806,12,0,1,0,0
176946929155772_505073043009824,,"Inaugurarea Monumentului „Aripi""",link,https://nastase.wordpress.com/2016/05/30/inaugurarea-monumentului-aripi/,2016-05-30 12:49:34,733,38,36,712,9,8,0,2,2
176946929155772_504684043048724,,Semnul electoral – Ariciul,link,https://nastase.wordpress.com/2016/05/29/semnul-electoral-ariciul/,2016-05-29 09:40:07,1314,62,67,1223,12,3,66,7,3
176946929155772_504354469748348,,Adrian Nastase's cover photo,photo,https://www.facebook.com/Nastase.Adrian/photos/a.176947005822431.1073741825.176946929155772/504354423081686/?type=3,2016-05-28 14:33:27,2174,42,27,2144,27,3,0,0,0
176946929155772_503863169797478,,Blogul lui Mihnea,link,https://nastase.wordpress.com/2016/05/27/blogul-lui-mihnea/,2016-05-27 08:58:44,901,28,41,880,12,6,2,0,1
176946929155772_503568299826965,,Achizitionarea de către stat a unor lucrări de Brancusi,link,https://nastase.wordpress.com/2016/05/26/achizitionarea-de-catre-stat-a-unor-lucrari-de-brancusi/,2016-05-26 11:03:10,405,18,29,397,7,1,0,0,0
176946929155772_503217059862089,,Tezaurul românesc de la Moscova,link,https://nastase.wordpress.com/2016/05/25/tezaurul-romanesc-de-la-moscova/,2016-05-25 09:39:27,990,16,67,936,6,3,1,34,10
176946929155772_502501786600283,,9 milioane de accesari pe blog!,link,https://nastase.wordpress.com/2016/05/21/9-milioane-de-accesari-pe-blog/,2016-05-23 16:11:59,3500,97,68,3422,48,23,2,1,4
176946929155772_501747080009087,,La Multi Ani!,link,https://nastase.wordpress.com/2016/05/21/la-multi-ani-17/,2016-05-21 08:44:40,1273,36,40,1255,16,1,1,0,0
176946929155772_501118620071933,,Scutul anti-rachetă de la Deveselu,link,https://nastase.wordpress.com/2016/05/19/scutul-anti-racheta-de-la-deveselu/,2016-05-19 09:26:24,501,21,38,491,3,1,1,5,0
176946929155772_500889680094827,,Dezbaterea de ieri,link,https://nastase.wordpress.com/2016/05/18/dezbaterea-de-ieri/,2016-05-18 15:31:04,755,11,18,743,10,2,0,0,0
176946929155772_500485893468539,,"„România- Republica Moldova"" – dezbatere la Fundatia Titulescu",link,https://nastase.wordpress.com/2016/05/17/romania-republica-moldova-dezbatere-la-fundatia-titulescu/,2016-05-17 09:19:29,447,4,22,443,4,0,0,0,0
176946929155772_499837710200024,,"Renuntarea la functie, nu la demnitate",link,https://nastase.wordpress.com/2016/05/15/renuntarea-la-functie-nu-la-demnitate-2/,2016-05-15 13:40:37,1363,101,74,1338,11,5,6,1,2
176946929155772_499464576904004,,Activitate universitară,link,https://nastase.wordpress.com/2016/05/14/activitate-universitara/,2016-05-14 09:07:49,448,8,8,445,2,0,1,0,0
176946929155772_498622396988222,,Protocol diplomatic original,link,https://nastase.wordpress.com/2016/05/11/protocol-diplomatic-original/,2016-05-11 18:24:30,455,48,34,416,0,2,2,13,22
176946929155772_498197943697334,,Inaugurarea unor noi spatii la Universitatea Valahia,link,https://nastase.wordpress.com/2016/05/10/inaugurarea-unor-noi-spatii-la-universitatea-valahia/,2016-05-10 11:59:25,207,1,6,205,2,0,0,0,0
176946929155772_498161593700969,,Inaugurarea unor noi spatii la Universitatea Valahia,link,https://nastase.wordpress.com/2016/05/10/inaugurarea-unor-noi-spatii-la-universitatea-valahia/,2016-05-10 08:48:43,942,20,38,930,6,1,2,1,2
176946929155772_497964627053999,,Succese la handbal,link,https://nastase.wordpress.com/2016/05/09/succese-la-handbal/,2016-05-09 19:39:54,641,11,9,629,12,0,0,0,0
176946929155772_497129883804140,,Art Safari 2016,link,https://nastase.wordpress.com/2016/05/07/art-safari-2016/,2016-05-07 09:16:30,412,10,26,406,5,1,0,0,0
176946929155772_496541280529667,,"Valentin Lipatti, „Strada Povernei 23""",link,https://nastase.wordpress.com/2016/05/05/valentin-lipatti-strada-povernei-23/,2016-05-05 15:19:36,503,5,18,494,7,2,0,0,0
176946929155772_496237127226749,,"„Democratia originală"" interbelică",link,https://nastase.wordpress.com/2016/05/04/democratia-originala-interbelica/,2016-05-04 14:59:44,697,19,37,687,5,1,4,0,0
176946929155772_495680827282379,,Se apropie alegerile; sa invatam din experienta inaintasilor liberali,link,https://nastase.wordpress.com/2016/05/03/se-apropie-alegerile-sa-invatam-din-experienta-inaintasilor-liberali/,2016-05-03 12:11:29,794,24,89,761,10,2,3,4,14
176946929155772_495444337306028,,Un nou membru al familiei,link,https://nastase.wordpress.com/2016/05/02/un-nou-membru-al-familiei/,2016-05-02 17:26:44,3881,188,67,3671,182,7,20,1,0
176946929155772_495329320650863,,Adrian Nastase's cover photo,photo,https://www.facebook.com/Nastase.Adrian/photos/a.176947005822431.1073741825.176946929155772/495329287317533/?type=3,2016-05-02 09:33:53,3889,94,75,3816,61,11,0,0,1
176946929155772_494724997377962,,Sărbători pascale fericite!,link,https://nastase.wordpress.com/2016/04/30/sarbatori-pascale-fericite/,2016-04-30 11:05:59,5126,500,222,4999,114,8,2,0,3
176946929155772_494418680741927,,"„Confirmare""",link,https://nastase.wordpress.com/2016/04/29/confirmare/,2016-04-29 10:42:28,594,23,42,580,7,7,0,0,0
176946929155772_493729287477533,,"Bucureșteni, semnați pentru M9",link,https://nastase.wordpress.com/?p=21702,2016-04-27 09:58:58,962,92,70,818,2,7,78,10,47
176946929155772_493036394213489,,"„Scoala altfel"" la Fundatie",link,https://nastase.wordpress.com/2016/04/25/scoala-altfel-la-fundatie/,2016-04-25 09:17:51,855,22,19,839,13,0,0,0,3
176946929155772_492441740939621,,"Ce se intampla, Doctore?",link,https://nastase.wordpress.com/2016/04/23/ce-se-intampla-doctore/,2016-04-23 12:03:19,700,38,58,653,2,8,4,27,6
176946929155772_491487404368388,,Despre denunturi in Vechiul Testament,link,https://nastase.wordpress.com/2016/04/20/despre-denunturi-in-vechiul-testament/,2016-04-20 14:48:16,1074,37,111,1010,4,21,6,28,5
176946929155772_491382094378919,,Girafele lui Dali,link,https://nastase.wordpress.com/2016/04/20/girafele-lui-dali/,2016-04-20 09:23:15,619,20,14,597,12,0,10,0,0
176946929155772_491060827744379,,A murit Marian Sopu,link,https://nastase.wordpress.com/2016/04/19/a-murit-marian-sopu/,2016-04-19 09:20:55,953,137,85,667,3,2,0,279,2
176946929155772_490137407836721,,Dificultatea de a supravietui propriei legende,link,https://nastase.wordpress.com/2016/04/16/dificultatea-de-a-supravietui-propriei-legende/,2016-04-16 10:59:05,764,31,34,745,7,2,1,8,1
176946929155772_489808281202967,,Airlift,link,https://nastase.wordpress.com/2016/04/15/airlift/,2016-04-15 10:14:59,458,17,33,451,0,2,0,5,0
176946929155772_489441677906294,,"MNAR era „un muzeu inghetat?""",link,https://nastase.wordpress.com/2016/04/14/mnar-era-un-muzeu-inghetat/,2016-04-14 09:29:10,355,17,19,334,3,1,1,12,4
176946929155772_488510317999430,,Paradisul Panama si purgatoriul romanesc,link,https://nastase.wordpress.com/2016/04/11/paradisul-panama-si-purgatoriul-romanesc/,2016-04-11 14:43:49,800,35,102,774,6,3,1,14,2
176946929155772_488252581358537,,Adrian Nastase's cover photo,photo,https://www.facebook.com/Nastase.Adrian/photos/a.176947005822431.1073741825.176946929155772/488252551358540/?type=3,2016-04-10 19:55:23,6106,170,159,5945,104,54,2,1,0
176946929155772_487813541402441,,Mircea Albulescu,link,https://nastase.wordpress.com/2016/04/09/mircea-albulescu/,2016-04-09 09:21:56,1992,44,70,1796,15,0,0,181,0
176946929155772_486771554839973,,Un nou curs la Fundatie,link,https://nastase.wordpress.com/2016/04/06/un-nou-curs-la-fundatie/,2016-04-06 10:38:14,536,9,32,527,6,0,0,3,0
176946929155772_486094014907727,,"Dezbatere, marti, la Fundatie",link,https://nastase.wordpress.com/2016/04/04/dezbatere-marti-la-fundatie/,2016-04-04 14:16:04,453,2,21,451,2,0,0,0,0
176946929155772_485663874950741,,Dezbatere la Constanta,link,https://nastase.wordpress.com/2016/04/03/dezbatere-la-constanta/,2016-04-03 10:33:04,1366,33,48,1353,13,0,0,0,0
176946929155772_485270071656788,,A murit Hans-Dietrich Genscher,link,https://nastase.wordpress.com/2016/04/02/a-murit-hans-dietrich-genscher/,2016-04-02 09:06:35,652,37,37,543,1,1,0,104,3
176946929155772_484834485033680,,S-a incheiat cursul despre Orientul Mijlociu,link,https://nastase.wordpress.com/2016/04/01/s-a-incheiat-cursul-despre-orientul-mijlociu/,2016-04-01 09:35:45,1229,33,40,1212,14,3,0,0,0
176946929155772_483751971808598,,Justitia si puterea politică,link,https://nastase.wordpress.com/2016/03/30/justitia-si-puterea-politica/,2016-03-30 14:55:36,763,23,29,756,5,0,0,1,1
176946929155772_483090201874775,,"Dezbatere la Fundatie, astăzi",link,https://nastase.wordpress.com/2016/03/29/dezbatere-la-fundatie-astazi/,2016-03-29 09:35:46,574,6,22,570,4,0,0,0,0
176946929155772_482514425265686,,Bă jigodie (re- reluare),link,https://nastase.wordpress.com/2016/03/28/ba-jigodie-re-reluare/,2016-03-28 09:15:26,2678,205,161,2507,42,6,113,1,9
176946929155772_482240105293118,,A murit si Coralia Fotino,link,https://nastase.wordpress.com/2016/03/27/a-murit-si-coralia-fotino/,2016-03-27 20:18:08,1855,137,27,1541,8,4,1,301,0
176946929155772_481559248694537,,"Vreme ciudata, vremuri ciudate",link,https://nastase.wordpress.com/2016/03/26/vreme-ciudata-vremuri-ciudate/,2016-03-26 13:04:02,2060,85,73,1980,9,34,6,28,3
176946929155772_480427078807754,,"Dezbatere la FET, „Interactiune intre religie si nationalism""",link,https://nastase.wordpress.com/2016/03/24/dezbatere-la-fet-interactiune-intre-religie-si-nationalism/,2016-03-24 10:44:37,417,13,15,411,6,0,0,0,0
176946929155772_479978565519272,,Internationala teroristă,link,https://nastase.wordpress.com/2016/03/23/internationala-terorista/,2016-03-23 15:41:52,1250,49,161,1178,1,2,0,45,24
176946929155772_479256878924774,,Sorin Ducaru in QMagazine,link,https://nastase.wordpress.com/2016/03/22/sorin-ducaru-in-qmagazine/,2016-03-22 09:56:48,284,3,14,282,2,0,0,0,0
176946929155772_478749582308837,,A plecat Titus Filipas,link,https://nastase.wordpress.com/2016/03/21/a-plecat-titus-filipas/,2016-03-21 10:44:32,431,37,10,344,0,0,0,86,1
176946929155772_478405915676537,,Adrian Nastase's cover photo,photo,https://www.facebook.com/Nastase.Adrian/photos/a.176947005822431.1073741825.176946929155772/478405849009877/?type=3,2016-03-20 16:43:50,5106,141,144,4999,75,29,3,0,0
176946929155772_478305015686627,,"Se incearca sabotarea programului „Cornul si laptele""?",link,https://nastase.wordpress.com/2016/03/20/se-incearca-sabotarea-programului-cornul-si-laptele/,2016-03-20 11:17:30,1036,112,100,963,2,5,1,22,43
176946929155772_477916795725449,,La mormantul lui Titulescu,link,https://nastase.wordpress.com/2016/03/19/la-mormantul-lui-titulescu/,2016-03-19 11:29:18,1709,19,86,1670,14,0,0,25,0
176946929155772_477161729134289,,"Comemorarea lui Titulescu, la Brasov",link,https://nastase.wordpress.com/2016/03/17/comemorarea-lui-titulescu-la-brasov/,2016-03-17 16:26:47,806,21,45,791,9,0,0,6,0
176946929155772_476692749181187,,Fundatia Europeana Titulescu – un sfert de veac de activitate,link,https://nastase.wordpress.com/2016/03/16/fundatia-europeana-titulescu-un-sfert-de-veac-de-activitate/,2016-03-16 10:51:26,1439,29,57,1421,16,2,0,0,0
176946929155772_475529672630828,,Ne-a parasit Iolanda Balas,link,https://nastase.wordpress.com/2016/03/13/ne-a-parasit-iolanda-balas/,2016-03-13 13:44:14,1536,107,76,1276,10,1,1,247,1
176946929155772_475120666005062,,Regimul probelor in Regimul Basescu,link,https://nastase.wordpress.com/2016/03/12/regimul-probelor-in-regimul-basescu/,2016-03-12 12:47:25,1081,48,106,1040,3,9,3,4,22
176946929155772_474761852707610,,O dezbatere foarte reusită,link,https://nastase.wordpress.com/2016/03/11/o-dezbatere-foarte-reusita/,2016-03-11 11:54:39,974,21,38,958,14,2,0,0,0
176946929155772_474011626115966,,Dezbatere la FET,link,https://nastase.wordpress.com/2016/03/09/dezbatere-la-fet-2/,2016-03-09 10:38:23,555,17,21,549,6,0,0,0,0
176946929155772_473616036155525,,Templul roman si biserica din Densus,link,https://nastase.wordpress.com/2016/03/08/templul-roman-si-biserica-din-densus/,2016-03-08 10:08:58,989,15,52,973,12,4,0,0,0
176946929155772_473296156187513,,Adrian Nastase's cover photo,photo,https://www.facebook.com/Nastase.Adrian/photos/a.176947005822431.1073741825.176946929155772/473296136187515/?type=3,2016-03-07 09:57:34,987,19,14,968,13,6,0,0,0
176946929155772_473294926187636,,Un comentariu de Bogdan Chirieac,link,https://nastase.wordpress.com/2016/03/07/un-comentariu-de-bogdan-chirieac/,2016-03-07 09:49:30,1031,53,60,987,6,2,6,4,26
176946929155772_472919289558533,,Istoria unui tablou,link,https://nastase.wordpress.com/2016/03/06/istoria-unui-tablou/,2016-03-06 10:07:13,1065,27,53,1040,11,12,2,0,0
176946929155772_472184422965353,,Procurorul general poate fi membru al CSAT?,link,https://nastase.wordpress.com/2016/03/04/procurorul-general-poate-fi-membru-al-csat-2/,2016-03-04 10:17:51,524,26,34,510,4,4,1,0,5
176946929155772_471895726327556,,Regele Mihai,link,https://nastase.wordpress.com/2016/03/03/regele-mihai/,2016-03-03 14:27:54,1960,59,75,1829,20,2,2,104,3
176946929155772_471478993035896,,Bă jigodie (reluare),link,https://nastase.wordpress.com/2016/03/02/ba-jigodie-reluare/,2016-03-02 11:47:50,3442,342,316,3211,93,14,103,5,16
176946929155772_471061176411011,,Nevoia unor noi mesaje ale stângii,link,https://nastase.wordpress.com/2016/03/01/nevoia-unor-noi-mesaje-ale-stangii/,2016-03-01 09:16:56,3040,123,134,2960,47,20,5,5,3
176946929155772_470501889800273,,Statul de drept vs. drepturile omului?,link,https://nastase.wordpress.com/2016/02/28/statul-de-drept-vs-drepturile-omului/,2016-02-28 12:39:20,1225,52,112,1201,14,1,1,5,3
176946929155772_470199483163847,,Adrian Nastase's cover photo,photo,https://www.facebook.com/Nastase.Adrian/photos/a.176947005822431.1073741825.176946929155772/470199439830518/?type=3,2016-02-27 10:22:32,3120,74,50,3021,64,23,10,1,1
176946929155772_469855963198199,,UE a la carte,link,https://nastase.wordpress.com/2016/02/26/ue-a-la-carte/,2016-02-26 10:14:31,875,49,104,838,11,4,1,15,6
176946929155772_469525459897916,,Noii ieniceri,link,https://nastase.wordpress.com/2016/02/25/noii-ieniceri/,2016-02-25 11:17:46,916,45,85,893,5,3,2,10,3
176946929155772_469262396590889,,Despre Davos,link,https://nastase.wordpress.com/2016/02/24/despre-davos/,2016-02-24 14:55:33,1661,38,64,1649,7,1,1,1,2
176946929155772_468968069953655,,Putea fi achitat Adrian Balaban Grăjdan?,link,https://nastase.wordpress.com/2016/02/23/putea-fi-achitat-adrian-balaban-grajdan/,2016-02-23 14:48:48,475,13,17,475,0,0,0,0,0
176946929155772_468600376657091,,"""Cresterea si descresterea dreptului international""",link,https://nastase.wordpress.com/2016/02/22/cresterea-si-descresterea-dreptului-international/,2016-02-22 10:21:57,781,8,36,781,0,0,0,0,0
176946929155772_468257853358010,,A murit Boutros Boutros-Ghali,link,https://nastase.wordpress.com/2016/02/21/a-murit-boutros-boutros-ghali/,2016-02-21 13:04:26,930,40,47,930,0,0,0,0,0
176946929155772_467852043398591,,Până unde poate merge obraznicia...,link,https://nastase.wordpress.com/2016/02/20/pana-unde-poate-merge-obraznicia/,2016-02-20 15:18:14,2833,143,315,2833,0,0,0,0,0
176946929155772_467501670100295,,"Nu comentez cazuri individuale, dar...",link,https://nastase.wordpress.com/2016/02/19/nu-comentez-cazuri-individuale-dar/,2016-02-19 10:55:49,1870,107,187,1870,0,0,0,0,0
176946929155772_467198100130652,,Dezbatere FET: Raportul DAVOS,link,https://nastase.wordpress.com/2016/02/18/dezbatere-fet-raportul-davos/,2016-02-18 10:23:19,502,11,14,502,0,0,0,0,0
176946929155772_467006106816518,,Antena 3 nu mai trebuie sa fie aici?,link,https://nastase.wordpress.com/2016/02/17/antena-3-nu-mai-trebuie-sa-fie-aici/,2016-02-17 19:02:19,2724,109,234,2724,0,0,0,0,0
176946929155772_466143180236144,,Bruges,link,https://nastase.wordpress.com/2016/02/14/bruges/,2016-02-14 22:01:46,3752,127,93,3752,0,0,0,0,0
176946929155772_465614320289030,,Curătenia tehnocrată de primăvară,link,https://nastase.wordpress.com/2016/02/13/curatenia-tehnocrata-de-primavara/,2016-02-13 12:01:21,2014,92,163,2014,0,0,0,0,0
176946929155772_465320283651767,,Andrei - 30,link,https://nastase.wordpress.com/2016/02/12/andrei-30/,2016-02-12 11:56:13,10160,1717,139,10160,0,0,0,0,0
176946929155772_465011877015941,,Lansarea Atlasului Dunării,link,https://nastase.wordpress.com/2016/02/11/lansarea-atlasului-dunarii-2/,2016-02-11 10:47:14,1412,43,60,1412,0,0,0,0,0
176946929155772_464711253712670,,"Astăzi, o nouă dezbatere la Fundatia Titulescu",link,https://nastase.wordpress.com/2016/02/10/astazi-o-noua-dezbatere-la-fundatia-titulescu/,2016-02-10 10:53:39,702,7,26,702,0,0,0,0,0
176946929155772_464397020410760,,Ministrii spun lucruri traznite,link,https://nastase.wordpress.com/2016/02/09/ministrii-spun-lucruri-traznite/,2016-02-09 10:29:46,983,41,64,983,0,0,0,0,0
176946929155772_464096890440773,,"Lansarea Atlasului Dunării, la FET",link,https://nastase.wordpress.com/2016/02/08/lansarea-atlasului-dunarii-la-fet/,2016-02-08 11:35:00,931,18,45,931,0,0,0,0,0
176946929155772_463774460473016,,Berlusconi despre el insusi,link,https://nastase.wordpress.com/2016/02/07/berlusconi-despre-el-insusi/,2016-02-07 10:00:41,742,19,29,742,0,0,0,0,0
176946929155772_463326073851188,,"Prin ordonanta de urgenta, s-a suspendat criza până in septembrie...",link,https://nastase.wordpress.com/2016/02/05/prin-ordonanta-de-urgenta-s-a-suspendat-criza-pana-in-septembrie/,2016-02-05 19:31:57,1041,43,57,1041,0,0,0,0,0
176946929155772_462712513912544,,"""CSM este un fel de Mafie a Justitiei""",link,https://nastase.wordpress.com/2016/02/04/csm-este-un-fel-de-mafie-a-justitiei/,2016-02-04 10:54:19,1777,89,206,1777,0,0,0,0,0
176946929155772_462403440610118,,"Faza ""Procurorul meu""",link,https://nastase.wordpress.com/2016/02/03/faza-procurorul-meu/,2016-02-03 10:25:09,1669,176,203,1669,0,0,0,0,0
176946929155772_462134353970360,,Cum poate fi revocat procurorul general? Incă o solutie,link,https://nastase.wordpress.com/2016/02/02/cum-poate-fi-revocat-procurorul-general-inca-o-solutie/,2016-02-02 11:02:53,1039,66,69,1039,0,0,0,0,0
176946929155772_461878703995925,,Un curs exceptional la Fundatia Titulescu,link,https://nastase.wordpress.com/2016/02/01/un-curs-exceptional-la-fundatia-titulescu/,2016-02-01 17:33:43,818,14,23,818,0,0,0,0,0
176946929155772_461633654020430,,La munte,link,https://nastase.wordpress.com/2016/01/31/la-munte/,2016-01-31 21:22:13,5308,138,82,5308,0,0,0,0,0
176946929155772_461227757394353,,Va rog sa interpretați,link,https://nastase.wordpress.com/2016/01/30/va-rog-sa-interpretati/,2016-01-30 15:00:09,954,97,85,954,0,0,0,0,0
176946929155772_460507514133044,,Cum poate fi revocat procurorul general. Sugestie,link,https://nastase.wordpress.com/2016/01/28/cum-poate-fi-revocat-procurorul-general-sugestie/,2016-01-28 11:44:12,1046,81,98,1046,0,0,0,0,0
176946929155772_460181404165655,,Schimbarea regulilor in timpul jocului,link,https://nastase.wordpress.com/2016/01/27/schimbarea-regulilor-in-timpul-jocului/,2016-01-27 10:09:10,949,41,79,949,0,0,0,0,0
176946929155772_459883497528779,,Dezbatere FET: Câte viteze are Europa Centrală?,link,https://nastase.wordpress.com/2016/01/26/dezbatere-fet-cate-viteze-are-europa-centrala/,2016-01-26 10:36:45,740,16,40,740,0,0,0,0,0
176946929155772_459587347558394,,Se poate da o erată la Legea alegerilor locale?,link,https://nastase.wordpress.com/2016/01/25/se-poate-da-o-erata-la-legea-alegerilor-locale/,2016-01-25 11:40:15,1386,235,153,1386,0,0,0,0,0
176946929155772_459314337585695,,"Cum a ajuns Sabia lui Cuza inapoi, in România",link,https://nastase.wordpress.com/2016/01/24/cum-a-ajuns-sabia-lui-cuza-inapoi-in-romania-2/,2016-01-24 12:29:24,1761,50,236,1761,0,0,0,0,0
176946929155772_459026587614470,,"Cum a ajuns Sabia lui Cuza inapoi, in România?",link,https://nastase.wordpress.com/2016/01/23/cum-a-ajuns-sabia-lui-cuza-inapoi-in-romania/,2016-01-23 12:44:54,1659,28,204,1659,0,0,0,0,0
176946929155772_458731614310634,,Bombă! Mihai Pâlsu a plecat cu laptopul de la redactie,link,https://nastase.wordpress.com/2016/01/22/bomba-mihai-palsu-a-plecat-cu-laptopul-de-la-redactie/,2016-01-22 13:42:14,458,32,22,458,0,0,0,0,0
176946929155772_458187134365082,,Lansare de carte la Fundatia Titulescu,link,https://nastase.wordpress.com/2016/01/20/lansare-de-carte-la-fundatia-titulescu-2/,2016-01-20 15:58:00,912,10,54,912,0,0,0,0,0
176946929155772_457913624392433,,Silvia Kerim,link,https://nastase.wordpress.com/2016/01/19/silvia-kerim/,2016-01-19 16:34:00,1013,78,63,1013,0,0,0,0,0
176946929155772_457664994417296,,Diplomatia românească - remorcă sau avangardă ?,link,https://nastase.wordpress.com/2016/01/18/diplomatia-romaneasca-remorca-sau-avangarda/,2016-01-18 19:51:32,655,18,42,655,0,0,0,0,0
176946929155772_457340824449713,,Aramis,link,https://nastase.wordpress.com/2016/01/17/aramis/,2016-01-17 18:10:20,2552,466,49,2552,0,0,0,0,0
176946929155772_456969097820219,,Despre normalitate cu Silviu Brucan,link,https://nastase.wordpress.com/2016/01/16/despre-normalitate-cu-silviu-brucan/,2016-01-16 15:01:45,803,30,40,803,0,0,0,0,0
176946929155772_456618487855280,,Vernisaj - Obie Platon,link,https://nastase.wordpress.com/2016/01/15/vernisaj-obie-platon/,2016-01-15 10:32:01,653,24,26,653,0,0,0,0,0
176946929155772_456182257898903,,Aruncarea patului pe fereastră si lucrările stiintifice,link,https://nastase.wordpress.com/2016/01/13/aruncarea-patului-pe-fereastra-si-lucrarile-stiintifice/,2016-01-13 19:15:28,1042,49,83,1042,0,0,0,0,0
176946929155772_455922627924866,,Inapoi in tară si pe blog,link,https://nastase.wordpress.com/2016/01/12/inapoi-in-tara-si-pe-blog/,2016-01-12 18:34:02,4227,142,83,4227,0,0,0,0,0
176946929155772_454435258073603,,"La mulți ani, de Sfântul Ioan",link,https://nastase.wordpress.com/2016/01/07/la-multi-ani-de-sfantul-ioan/,2016-01-07 19:29:15,1484,37,21,1484,0,0,0,0,0
176946929155772_453238658193263,,"""Războiul care a pus capăt păcii""",link,https://nastase.wordpress.com/2016/01/03/razboiul-care-a-pus-capat-pacii/,2016-01-03 12:34:14,975,16,71,975,0,0,0,0,0
176946929155772_452957491554713,,"""Mai bine să mori decât să trădezi""",link,https://nastase.wordpress.com/2016/01/02/mai-bine-sa-mori-decat-sa-tradezi/,2016-01-02 14:21:29,3667,193,296,3667,0,0,0,0,0
176946929155772_452332808283848,,Intre ani...,link,https://nastase.wordpress.com/2015/12/31/intre-ani/,2015-12-31 12:13:07,7175,1040,120,7175,0,0,0,0,0
176946929155772_451755285008267,,"""Dreptul la fericire"" si alte premii la FET",link,https://nastase.wordpress.com/2015/12/29/dreptul-la-fericire-si-alte-premii-la-fet/,2015-12-29 11:17:11,3283,74,37,3283,0,0,0,0,0
176946929155772_451390298378099,,Colindatori la Cornu,link,https://nastase.wordpress.com/2015/12/28/colindatori-la-cornu/,2015-12-28 11:31:34,2449,75,34,2449,0,0,0,0,0
176946929155772_451067028410426,,Zile insorite la Cornu,link,https://nastase.wordpress.com/2015/12/27/zile-insorite-la-cornu/,2015-12-27 13:03:08,2404,85,23,2404,0,0,0,0,0
176946929155772_450510461799416,,Sarbatoarea Craciunului - Sarbatoarea familiei,link,https://nastase.wordpress.com/2015/12/25/sarbatoarea-craciunului-sarbatoarea-familiei/,2015-12-25 18:28:17,15218,1073,151,15218,0,0,0,0,0
176946929155772_450137708503358,,Sarbatori fericite!,link,https://nastase.wordpress.com/2015/12/24/sarbatori-fericite-8/,2015-12-24 12:13:47,2284,179,30,2284,0,0,0,0,0
176946929155772_450133908503738,,Sarbatori fericite!,link,https://nastase.wordpress.com/2015/12/24/sarbatori-fericite-7/,2015-12-24 12:01:22,3304,358,55,3304,0,0,0,0,0
176946929155772_449863721864090,,Teodoreanu despre Iorga,link,https://nastase.wordpress.com/2015/12/23/teodoreanu-despre-iorga/,2015-12-23 11:09:57,533,15,22,533,0,0,0,0,0
176946929155772_449408341909628,,"Oile, lupul si cainii, la sfarsitul unui an cu succese macro-economice",link,https://nastase.wordpress.com/2015/12/22/oile-lupul-si-cainii-la-sfarsitul-unui-an-cu-succese-macro-economice/,2015-12-22 11:03:20,1266,39,94,1266,0,0,0,0,0
176946929155772_448637401986722,,Ce urmează?,link,https://nastase.wordpress.com/2015/12/20/ce-urmeaza-2/,2015-12-20 11:37:15,2016,129,156,2016,0,0,0,0,0
176946929155772_448246975359098,,Despre regi,link,https://nastase.wordpress.com/2015/12/19/despre-regi/,2015-12-19 10:26:06,1011,40,89,1011,0,0,0,0,0
176946929155772_447976058719523,,A murit George G. Potra,link,https://nastase.wordpress.com/2015/12/18/a-murit-george-g-potra/,2015-12-18 10:22:47,865,86,90,865,0,0,0,0,0
176946929155772_447612022089260,,"""Dunărea - punte de legătură intre Occident si Orient""",link,https://nastase.wordpress.com/2015/12/17/dunarea-punte-de-legatura-intre-occident-si-orient/,2015-12-17 10:00:49,973,28,78,973,0,0,0,0,0
176946929155772_447441145439681,,"Lansarea Atlasului Dunării, cu un post scriptum",link,https://nastase.wordpress.com/2015/12/16/lansarea-atlasului-dunarii-cu-un-post-scriptum/,2015-12-16 15:06:41,856,13,35,856,0,0,0,0,0
176946929155772_447160885467707,,Se mai dărâmă gardul parlamentului?,link,https://nastase.wordpress.com/2015/12/15/se-mai-darama-gardul-parlamentului/,2015-12-15 14:56:13,674,48,43,674,0,0,0,0,0
176946929155772_446862932164169,,Lansarea Atlasului Dunării,link,https://nastase.wordpress.com/2015/12/14/lansarea-atlasului-dunarii/,2015-12-14 10:07:57,903,23,79,903,0,0,0,0,0
